,PMID,First Author,Title,N,Disease,Intervention,Total Fibers [g],Fiber Type,Duration [weeks],Arms,Crossover,Country,Region,Data Availability,Metadata Availability,Filter,Notes,DOI
429,36130222,CreedonAC_2022,"The impact of almonds and almond processing on gastrointestinal physiology, luminal microbiology, and gastrointestinal symptoms: a randomized controlled trial and mastication study",87.0,NO,Almonds,56.0,,4.0,,,,,,,N,Data Not Available,https://doi.org/10.1093/ajcn/nqac265
635,39439317,CroninP_2024,Yeast β-glucan supplementation lowers insulin resistance without altering microbiota composition compared with placebo in subjects with type II diabetes: a phase I exploratory study,,,,,,,,,,,NO,,N,Data Not Available,https://doi.org/10.1017/S0007114524002526
680,40038255,CuiB_2025,Gut dysbiosis conveys psychological stress to activate LRP5/β-catenin pathway promoting cancer stemness,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1038/s41392-025-02159-1
373,35196585,CuiX_2022,Dietary fiber modulates abdominal fat deposition associated with cecal microbiota and metabolites in yellow chickens,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1016/j.psj.2022.101721
93,28468236,CupistiA_2017,"Non-Traditional Aspects of Renal Diets: Focus on Fiber, Alkali and Vitamin K1 Intake",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu9050444
323,34275431,DahlWJ_2015,Resistant potato starches (type 4 RS) exhibit varying effects on laxation with and without phylum level changes in microbiota: A randomised trial in young adults,57.0,NO,RS4,30.0,RS4,2.0,3.0,NO,USA,North America,SRP403421,YES,Y,16s,https://doi.org/10.1016/j.jff.2016.02.013
170,30804813,DaoMC_2019,A Data Integration Multi-Omics Approach to Study Calorie Restriction-Induced Changes in Insulin Sensitivity,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3389/fphys.2018.01958
298,33803337,daSilvaSF_2021,"Influence of Human Eating Habits on Antimicrobial Resistance Phenomenon: Aspects of Clinical Resistome of Gut Microbiota in Omnivores, Ovolactovegetarians, and Strict Vegetarians",58.0,NO,Omnivores vs Ovolactovegetarians vs Vegetarians,,,0.0,3.0,NO,,,NO,,N,Data Not Available,https://doi.org/10.3390/antibiotics10030276
338,34572516,DaskovaN_2021,Determination of Butyrate Synthesis Capacity in Gut Microbiota: Quantification of but Gene Abundance by qPCR in Fecal Samples,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/biom11091303
452,36678325,DaskovaN_2023,Protective Effect of Vegan Microbiota on Liver Steatosis Is Conveyed by Dietary Fiber: Implications for Fecal Microbiota Transfer Therapy,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu15020454
481,37085526,ĎáskováN_2023,Multi-omics signatures in new-onset diabetes predict metabolic response to dietary inulin: findings from an observational study followed by an interventional trial,27.0,Prediabetes,Inulin,10.0,,12.0,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1038/s41387-023-00235-5
266,32954608,DavisR_2021,Habitual dietary fibre and prebiotic intake is inadequate in patients with inflammatory bowel disease: findings from a multicentre cross-sectional study,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1111/jhn.12812
271,33040772,DawsonSL_2021,Targeting the perinatal diet to modulate the gut microbiota increases dietary variety and prebiotic and probiotic food intakes: results from a randomised controlled trial,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1017/S1368980020003511
293,33671166,deAndradeLS_2021,"Effect of Unripe Banana Flour on Gut-Derived Uremic Toxins in Individuals Undergoing Peritoneal Dialysis: A Randomized, Double-Blind, Placebo-Controlled, Crossover Trial",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.3390/nu13020646
135,30039140,Deb-ChoudhuryS_2018,The effects of a wool hydrolysate on short-chain fatty acid production and fecal microbial composition in the domestic cat (Felis catus),,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1039/c7fo02004j
219,32004499,DeehanEC_2020,Precision Microbiome Modulation with Discrete Dietary Fiber Structures Directs Short-Chain Fatty Acid Production,10.0,NO,RS4,35.0,RS4,4.0,4.0,NO,Canada,North America,PRJNA560950,YES,Y,16s,https://doi.org/10.1016/j.chom.2020.01.006
400,35562794,DeehanEC_2022,Elucidating the role of the gut microbiota in the physiological effects of dietary fiber,15.0,Overweight,AXOS,30,AXOS,6.0,2,NO,Canada,North America,PRJNA564636,YES,N,Duplicated,https://doi.org/10.1186/s40168-022-01248-5
579,38860973,DeehanEC_2024,Adaptation to tolerate high doses of arabinoxylan is associated with fecal levels of Bifidobacterium longum,15.0,Overweight,AXOS,30.0,Arabinoxylan,6.0,,,Canada,North America,PRJNA564636,YES,Y,16s,https://doi.org/10.1080/19490976.2024.2363021
52,26416813,DeFilippisF_2016,High-level adherence to a Mediterranean diet beneficially impacts the gut microbiota and associated metabolome,153.0,NO,Testing whether vegan + vegetarian + omnivorous people can adhere to mediterranean diet,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1136/gutjnl-2015-309957
315,34163075,Delannoy-BrunoO_2021_Extruded,Evaluating microbiome-directed fibre snacks in gnotobiotic mice and humans,12,Overweight,Extruded pea fiber snack,24.3,Arabinoxylan + Pectin,7.0,2.0,NO,USA,North America,PRJEB38148,YES,Y,Shotgun,https://doi.org/10.1038/s41586-021-03671-4
315,34163075,Delannoy-BrunoO_2021_PeaFructan,Evaluating microbiome-directed fibre snacks in gnotobiotic mice and humans,14.0,Overweight,Pea fiber + inulin snack,24.3,Arabinoxylan + Pectin + Fructans,7.0,2.0,NO,USA,North America,PRJEB38148,YES,Y,Shotgun,https://doi.org/10.1038/s41586-021-03671-4
315,34163075,Delannoy-BrunoO_2021_Complete,Evaluating microbiome-directed fibre snacks in gnotobiotic mice and humans,14.0,Overweight,Pea + Orange fiber + inulin + barley brain snack,24.3,Arabinoxylan + Pectin + Fructans + β-glucan,7.0,2.0,NO,USA,North America,PRJEB38148,YES,Y,Shotgun,https://doi.org/10.1038/s41586-021-03671-4
398,35533274,Delannoy-BrunoO_2022_Orange,An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome,24.0,NO,Orange fiber snack,10.2,Arabinoxylan + Pectin,10.0,1.0,NO,USA,North America,PRJEB44020,YES,Y,Shotgun,https://doi.org/10.1073/pnas.2123411119
397,35533274,Delannoy-BrunoO_2022_Pea,An approach for evaluating the effects of dietary fiber polysaccharides on the human gut microbiome and plasma proteome,18.0,NO,Pea fiber snack,8.1,Arabinoxylan + Pectin,10.0,1.0,NO,USA,North America,PRJEB44020,YES,Y,Shotgun,https://doi.org/10.1073/pnas.2123411119
379,35277080,DeMartinoP_2022,Additional Resistant Starch from One Potato Side Dish per Day Alters the Gut Microbiota but Not Fecal Short-Chain Fatty Acid Concentrations,50.0,Overweight,RS2,1.74,RS2,4.0,2.0,NO,USA,North America,PRJNA780023,YES,Y,16s,https://doi.org/10.3390/nu14030721
350,34784923,deOliveiraMatheusLF_2021,"Effects of Saccharomyces cerevisiae cell wall addition on feed digestibility, fecal fermentation and microbiota and immunological parameters in adult cats",,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1186/s12917-021-03049-8
162,30604790,DePaepeK_2019,Modification of wheat bran particle size and tissue composition affects colonisation and metabolism by human faecal microbiota,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1039/c8fo01272e
476,37034622,DevarakondaSLS_2023,Gut microbial features and dietary fiber intake predict gut microbiota response to resistant starch supplementation,62.0,NO,RS2 + RS4 separately,,,1.5,2.0,YES,,,,,N,Duplicated,https://doi.org/10.1101/2023.03.24.23287665
586,38913541,DevarakondaSLS_2024_RS2,Gut microbial features and dietary fiber intake predict gut microbiota response to resistant starch supplementation,59.0,NO,RS2 + RS4 separately,30,RS2,1.5,2.0,YES,USA,North America,PRJNA944997,YES,Y,16s,https://doi.org/10.1080/19490976.2024.2367301
586,38913541,DevarakondaSLS_2024_RS4,Gut microbial features and dietary fiber intake predict gut microbiota response to resistant starch supplementation,59.0,NO,RS2 + RS4 separately,30,RS4,1.5,2.0,YES,USA,North America,PRJNA944997,YES,Y,16s,https://doi.org/10.1080/19490976.2024.2367301
47,26045269,DevkotaS_2015,"Interactions between Diet, Bile Acid Metabolism, Gut Microbiota, and Inflammatory Bowel Diseases",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1159/000371687
13,23135760,DewulfE_2012,"Insight into the prebiotic concept: lessons from an exploratory, double blind intervention study with inulin-type fructans in obese women",15.0,Overweight,Inulin,16.0,,3.0,2.0,NO,,,NO,,N,Data Not Available,https://doi.org/10.1136/gutjnl-2012-303304
200,31528836,DhillonJ_2019,Almond Snacking for 8 wk Increases Alpha-Diversity of the Gastrointestinal Microbiome and Decreases Bacteroides fragilis Abundance Compared with an Isocaloric Snack in College Freshmen,73.0,NO,Almonds,56.0,,8.0,,,,,,,N,Data Not Available,https://doi.org/10.1093/cdn/nzz079
434,36205053,DietherNE_2022,Dietary benzoic acid and supplemental enzymes alter fiber-fermenting taxa and metabolites in the cecum of weaned pigs,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1093/jas/skac324
74,27690093,DingC_2016,Efficacy of Synbiotics in Patients with Slow Transit Constipation: A Prospective Randomized Trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu8100605
699,40431311,DiPierroF_2025,"Irritable Bowel Syndrome with Diarrhea (IBS-D): Effects of Clostridium butyricum CBM588 Probiotic on Gastrointestinal Symptoms, Quality of Life, and Gut Microbiota in a Prospective Real-Life Interventional Study",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3390/microorganisms13051139
697,40403748,DirksB_2025,Methanogenesis associated with altered microbial production of short-chain fatty acids and human-host metabolizable energy,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/ismejo/wraf103
182,31051496,DjuricZ_2019,Increases in Colonic Bacterial Diversity after ω-3 Fatty Acid Supplementation Predict Decreased Colonic Prostaglandin E2 Concentrations in Healthy Adults,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/jn/nxy255
272,33096810,DongTS_2020,A High Protein Calorie Restriction Diet Alters the Gut Microbiome in Obesity,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu12103221
471,36997483,DouP_2023,Effects of three medical nutrition therapies on nutritional metabolism and intestinal flora in overweight/obese with polycystic ovary syndrome (PCOS): Study protocol for a randomised controlled trial,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.6133/apjcn.202303_32(1).0006
656,39770986,DuanW_2024,Gut Microbiota and Metabolites Mediate Health Benefits of Oat and Oat Bran Consumption in IBD Mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3390/nu16244365
603,39087597,DuysburghC_2024,Combined Supplementation of Inulin and Bacillus coagulans Lactospore Demonstrates Synbiotic Potential in the Mucosal Simulator of the Human Intestinal Microbial Ecosystem (M-SHIME(®)) Model,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.1080/19390211.2024.2380262
54,26428278,EidN_2015,"Impact of palm date consumption on microbiota growth and large intestinal health: a randomised, controlled, cross-over, human intervention study",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1017/S0007114515002780
336,34444972,EjimaR_2021,Seaweed Dietary Fiber Sodium Alginate Suppresses the Migration of Colonic Inflammatory Monocytes and Diet-Induced Metabolic Syndrome via the Gut Microbiota,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu13082812
472,36997822,EliuzTipiciB_2023,"Lactobacillus GG is associated with mucin genes expressions in type 2 diabetes mellitus: a randomized, placebo-controlled trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-023-03139-3
153,30468238,EsgalhadoM_2018,Could resistant starch supplementation improve inflammatory and oxidative stress biomarkers and uremic toxins levels in hemodialysis patients? A pilot randomized controlled trial,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1039/c8fo01876f
231,32159187,EsgalhadoM_2020,"Resistant starch type-2 enriched cookies modulate uremic toxins and inflammation in hemodialysis patients: a randomized, double-blind, crossover and placebo-controlled trial",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1039/c9fo02939g
558,38499450,EveleensMaarseBC_2024,"Impact of fibre supplementation on microbiome and resilience in healthy participants: A randomized, placebo-controlled clinical trial",65.0,Overweight,Acacia gum + carrot powder,,,23.0,1.0,NO,,,,,N,Data Not Available,https://doi.org/10.1016/j.numecd.2024.01.028
589,38931324,FarajS_2024,Effect of a Higher-Protein Nut versus Higher-Carbohydrate Cereal Enriched Diet on the Gut Microbiomes of Chinese Participants with Overweight and Normoglycaemia or Prediabetes in the Tū Ora Study,,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu16121971
451,36651990,FarsiDN_2023,"Substituting meat for mycoprotein reduces genotoxicity and increases the abundance of beneficial microbes in the gut: Mycomeat, a randomised crossover control trial",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1007/s00394-023-03088-x
435,36205552,FarsijaniS_2023,Relation Between Dietary Protein Intake and Gut Microbiome Composition in Community-Dwelling Older Men: Findings from the Osteoporotic Fractures in Men Study (MrOS),,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1093/jn/nxac231
686,40200345,FatahiS_2025,"Changes in gut microbiota following supplementation with chitosan in adolescents with overweight or obesity: a randomized, double-blind clinical trial",,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1186/s13098-025-01681-0
501,37457968,FataniAMN_2023,"Pea hull fiber supplementation does not modulate uremic metabolites in adults receiving hemodialysis: a randomized, double-blind, controlled trial",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.3389/fnut.2023.1179295
375,35247098,FavaF_2022,"Impact of wheat aleurone on biomarkers of cardiovascular disease, gut microbiota and metabolites in adults with high body mass index: a double-blind, placebo-controlled, randomized clinical trial",34.0,Overweight,Aleurone,27.0,,4.0,,,,,,,N,Data Not Available,https://doi.org/10.1007/s00394-022-02836-9
370,35145506,FengY_2022,Effects of β-Carotin and Green Tea Powder Diets on Alleviating the Symptoms of Gouty Arthritis and Improving Gut Microbiota in C57BL/6 Mice,,,,,,,,,,,,,N,Excluded Cohort Type,https://doi.org/10.3389/fmicb.2022.837182
33,24979150,FernandesJ_2014,"Adiposity, gut microbiota and faecal short chain fatty acids are linked in adult humans",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1038/nutd.2014.23
68,27367724,FerollaSM_2016,"Beneficial Effect of Synbiotic Supplementation on Hepatic Steatosis and Anthropometric Parameters, But Not on Gut Permeability in a Population with Nonalcoholic Steatohepatitis",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.3390/nu8070397
154,30468509,FerrareseR_2018,"Probiotics, prebiotics and synbiotics for weight loss and metabolic syndrome in the microbiome era",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.26355/eurrev_201811_16301
163,30620405,FlowersSA_2019,Effects of Atypical Antipsychotic Treatment and Resistant Starch Supplementation on Gut Microbiome Composition in a Cohort of Patients with Bipolar Disorder or Schizophrenia,,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1002/phar.2214
37,25299601,FoersterJ_2014,The influence of whole grain products and red meat on intestinal microbiota composition in normal weight adults: a randomized crossover intervention trial,,,,,,,,,,,,,N,Data Not Available,https://doi.org/10.1371/journal.pone.0109606
232,32199523,FordAL_2020,"Microbiota Stability and Gastrointestinal Tolerance in Response to a High-Protein Diet with and without a Prebiotic, Probiotic, and Synbiotic: A Randomized, Double-Blind, Placebo-Controlled Trial in Older Women",,,,,,,,,,,,,N,Not Fiber Intervention,https://doi.org/10.1016/j.jand.2019.12.009
300,33827639,FortunaR_2021,"Effect of a prebiotic supplement on knee joint function, gut microbiota, and inflammation in adults with co-morbid obesity and knee osteoarthritis: study protocol for a randomized controlled trial",,,,,,,,,,,,,N,Invasive Disease / Treatment,https://doi.org/10.1186/s13063-021-05212-w
572,38713231,FortunaR_2024,"Effect of prebiotic fiber on physical function and gut microbiota in adults, mostly women, with knee osteoarthritis and obesity: a randomized controlled trial",54.0,Overweight,Inulin,16.0,,24.0,,,,,,,N,Data Not Available,https://doi.org/10.1007/s00394-024-03415-w
